,index,shannon,vowels,numbers,dots,length,symbols,f_slash,d_d,d_a,d_s,a_d,a_a,a_s,s_d,s_a,s_s,class
1912,16156,4.0,18,3,2,81,4,9,2.0,0.0,1.0,1.0,53.0,10.0,0.0,11.0,2.0,1
1913,11973,4.0,15,0,2,59,4,3,0.0,0.0,0.0,0.0,42.0,7.0,0.0,7.0,2.0,1
1914,5703,4.0,37,144,3,514,9,3,32.0,11.0,101.0,86.0,83.0,44.0,26.0,119.0,11.0,0
1915,16696,4.0,45,4,1,129,4,5,2.0,0.0,2.0,0.0,90.0,15.0,2.0,15.0,2.0,1
1916,16341,4.0,19,0,3,69,4,5,0.0,0.0,0.0,0.0,46.0,10.0,0.0,10.0,2.0,1
1917,9240,4.0,14,3,2,45,4,2,2.0,0.0,0.0,0.0,30.0,6.0,1.0,5.0,0.0,0
1918,18837,3.0,0,15,3,26,3,2,10.0,0.0,4.0,0.0,3.0,1.0,5.0,0.0,2.0,1
1919,6742,3.0,8,1,1,32,2,5,0.0,0.0,1.0,0.0,19.0,5.0,1.0,5.0,0.0,0
1920,11400,4.0,31,1,2,92,8,3,0.0,0.0,1.0,0.0,61.0,13.0,1.0,13.0,2.0,1
1921,4791,4.0,11,4,2,44,3,3,3.0,0.0,1.0,0.0,28.0,5.0,1.0,5.0,0.0,0
1922,12954,3.0,5,0,2,28,4,3,0.0,0.0,0.0,0.0,15.0,5.0,0.0,5.0,2.0,1
1923,8085,4.0,21,10,3,79,5,5,8.0,0.0,1.0,0.0,48.0,10.0,2.0,9.0,0.0,0
1924,319,3.0,6,0,2,23,2,1,0.0,0.0,0.0,0.0,17.0,3.0,0.0,2.0,0.0,0
1925,10349,4.0,2,16,4,34,3,3,11.0,0.0,5.0,0.0,6.0,2.0,5.0,2.0,2.0,1
1926,8527,3.0,18,0,2,45,4,3,0.0,0.0,0.0,0.0,31.0,7.0,0.0,6.0,0.0,0
1927,5913,5.0,18,10,4,97,7,2,3.0,6.0,1.0,3.0,48.0,15.0,4.0,12.0,4.0,0
1928,5614,4.0,13,8,1,49,3,5,5.0,0.0,3.0,0.0,26.0,6.0,3.0,5.0,0.0,0
1929,19735,4.0,11,0,3,42,3,3,0.0,0.0,0.0,0.0,27.0,7.0,0.0,7.0,0.0,1
1930,5493,4.0,10,5,2,41,5,1,4.0,0.0,1.0,0.0,22.0,6.0,1.0,6.0,0.0,0
1931,16203,4.0,24,27,2,115,6,5,16.0,10.0,0.0,10.0,56.0,10.0,1.0,9.0,2.0,1
1932,330,4.0,21,5,1,91,5,3,4.0,0.0,0.0,1.0,51.0,16.0,0.0,16.0,2.0,0
1933,3116,3.0,3,0,1,11,2,1,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,0.0,0
1934,9402,4.0,20,1,2,68,7,1,0.0,1.0,0.0,0.0,42.0,12.0,1.0,11.0,0.0,0
1935,3331,4.0,30,6,2,107,3,3,5.0,0.0,1.0,0.0,71.0,14.0,1.0,14.0,0.0,0
1936,613,4.0,15,6,1,49,3,1,5.0,0.0,1.0,0.0,29.0,6.0,1.0,6.0,0.0,0
1937,15791,4.0,8,0,4,38,2,2,0.0,0.0,0.0,0.0,25.0,6.0,0.0,6.0,0.0,1
1938,15300,4.0,10,20,2,70,4,4,13.0,6.0,0.0,6.0,30.0,6.0,1.0,5.0,2.0,1
1939,9547,3.0,23,0,2,72,3,7,0.0,0.0,0.0,0.0,49.0,11.0,0.0,11.0,0.0,0
1940,14655,3.0,7,0,3,37,3,3,0.0,0.0,0.0,0.0,24.0,5.0,0.0,5.0,2.0,1
1941,6158,4.0,8,0,2,34,2,3,0.0,0.0,0.0,0.0,23.0,5.0,0.0,5.0,0.0,0
1942,18228,3.0,4,0,2,23,2,2,0.0,0.0,0.0,0.0,15.0,4.0,0.0,3.0,0.0,1
1943,15581,3.0,7,0,1,17,1,0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1.0,0.0,1
1944,9242,3.0,20,0,2,56,2,3,0.0,0.0,0.0,0.0,46.0,5.0,0.0,4.0,0.0,0
1945,11642,3.0,11,0,3,40,3,3,0.0,0.0,0.0,0.0,27.0,5.0,0.0,5.0,2.0,1
1946,10989,4.0,10,0,3,35,2,4,0.0,0.0,0.0,0.0,21.0,7.0,0.0,6.0,0.0,1
1947,8794,4.0,16,6,4,64,2,5,4.0,0.0,2.0,1.0,40.0,7.0,1.0,8.0,0.0,0
1948,13766,4.0,17,0,3,66,4,3,0.0,0.0,0.0,0.0,45.0,9.0,0.0,9.0,2.0,1
1949,7496,4.0,17,0,1,47,3,2,0.0,0.0,0.0,0.0,36.0,5.0,0.0,5.0,0.0,0
1950,18891,4.0,14,0,3,57,3,5,0.0,0.0,0.0,0.0,38.0,9.0,0.0,9.0,0.0,1
1951,3464,4.0,21,23,4,88,4,3,17.0,5.0,1.0,5.0,42.0,7.0,1.0,7.0,2.0,0
1952,14406,4.0,2,15,4,33,3,3,10.0,0.0,5.0,0.0,6.0,2.0,5.0,2.0,2.0,1
1953,6900,3.0,5,0,1,16,2,1,0.0,0.0,0.0,0.0,12.0,2.0,0.0,1.0,0.0,0
1954,7874,4.0,14,42,1,153,5,5,7.0,8.0,27.0,30.0,27.0,11.0,5.0,33.0,4.0,0
1955,6125,4.0,18,19,2,95,4,4,10.0,7.0,2.0,5.0,46.0,11.0,4.0,9.0,0.0,0
1956,1278,4.0,19,6,2,70,3,3,4.0,0.0,2.0,0.0,43.0,9.0,2.0,9.0,0.0,0
1957,19328,2.0,4,0,1,12,1,0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,1
1958,11680,4.0,31,3,4,123,7,3,1.0,0.0,1.0,0.0,85.0,16.0,2.0,15.0,2.0,1
1959,9977,4.0,28,6,1,95,4,5,5.0,0.0,1.0,0.0,53.0,16.0,1.0,16.0,2.0,0
1960,11953,4.0,31,11,3,113,3,4,7.0,0.0,4.0,0.0,91.0,2.0,4.0,2.0,2.0,1
1961,6057,4.0,18,1,2,68,3,3,0.0,0.0,1.0,0.0,47.0,9.0,1.0,9.0,0.0,0
1962,14436,4.0,2,12,3,31,3,4,7.0,0.0,4.0,1.0,8.0,2.0,4.0,2.0,2.0,1
1963,15608,3.0,8,0,3,36,2,1,0.0,0.0,0.0,0.0,27.0,4.0,0.0,4.0,0.0,1
1964,7018,4.0,19,8,2,95,8,4,4.0,1.0,2.0,1.0,43.0,19.0,3.0,18.0,3.0,0
1965,5688,4.0,16,0,1,45,3,2,0.0,0.0,0.0,0.0,32.0,6.0,0.0,6.0,0.0,0
1966,18284,3.0,8,0,1,24,2,0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,3.0,0.0,1
1967,51,3.0,12,0,1,35,3,2,0.0,0.0,0.0,0.0,26.0,4.0,0.0,4.0,0.0,0
1968,8500,4.0,13,5,2,50,3,2,4.0,0.0,1.0,0.0,33.0,5.0,1.0,5.0,0.0,0
1969,92,4.0,24,0,1,78,3,2,0.0,0.0,0.0,0.0,52.0,13.0,0.0,12.0,0.0,0
1970,8218,4.0,10,2,2,40,4,1,1.0,0.0,0.0,0.0,28.0,5.0,1.0,4.0,0.0,0
1971,16223,4.0,8,0,3,37,4,3,0.0,0.0,0.0,0.0,22.0,6.0,0.0,6.0,2.0,1
1972,4329,4.0,11,3,2,44,5,2,2.0,0.0,0.0,0.0,27.0,7.0,1.0,6.0,0.0,0
1973,8604,4.0,14,0,2,54,4,4,0.0,0.0,0.0,0.0,37.0,8.0,0.0,8.0,0.0,0
1974,11702,4.0,8,0,3,37,4,3,0.0,0.0,0.0,0.0,22.0,6.0,0.0,6.0,2.0,1
1975,19051,4.0,13,2,4,64,8,3,1.0,0.0,0.0,0.0,36.0,12.0,1.0,11.0,2.0,1
1976,7444,4.0,13,2,2,34,3,2,0.0,1.0,1.0,2.0,18.0,5.0,0.0,6.0,0.0,0
1977,12914,3.0,6,0,1,16,1,0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1.0,0.0,1
1978,8554,4.0,12,4,1,42,4,2,3.0,0.0,0.0,0.0,29.0,4.0,1.0,3.0,1.0,0
1979,9620,4.0,24,6,2,103,4,4,4.0,0.0,2.0,1.0,71.0,11.0,1.0,12.0,0.0,0
1980,13052,4.0,12,0,1,43,4,5,0.0,0.0,0.0,0.0,29.0,6.0,0.0,5.0,2.0,1
1981,5340,4.0,8,1,1,40,3,3,0.0,1.0,0.0,1.0,23.0,7.0,0.0,7.0,0.0,0
1982,9616,3.0,17,0,3,51,2,3,0.0,0.0,0.0,0.0,38.0,6.0,0.0,6.0,0.0,0
1983,18826,4.0,19,2,3,75,3,3,0.0,1.0,1.0,1.0,52.0,9.0,1.0,9.0,0.0,1
1984,7822,3.0,7,0,2,26,2,1,0.0,0.0,0.0,0.0,19.0,3.0,0.0,3.0,0.0,0
1985,7971,4.0,7,0,1,31,4,1,0.0,0.0,0.0,0.0,22.0,4.0,0.0,4.0,0.0,0
1986,3869,3.0,16,0,1,40,2,3,0.0,0.0,0.0,0.0,32.0,4.0,0.0,3.0,0.0,0
1987,9022,3.0,5,0,1,12,2,1,0.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,0.0,0
1988,9263,3.0,1,0,1,8,2,1,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0
1989,2593,4.0,19,3,2,67,3,5,0.0,3.0,0.0,3.0,41.0,10.0,0.0,9.0,0.0,0
1990,17373,4.0,9,0,4,46,3,3,0.0,0.0,0.0,0.0,31.0,6.0,0.0,6.0,2.0,1
1991,10806,3.0,5,0,1,13,1,0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,1
1992,4526,3.0,11,0,4,38,2,3,0.0,0.0,0.0,0.0,25.0,6.0,0.0,5.0,1.0,0
1993,8484,3.0,14,0,1,36,3,1,0.0,0.0,0.0,0.0,25.0,5.0,0.0,5.0,0.0,0
1994,17418,4.0,3,14,3,35,3,1,11.0,0.0,3.0,0.0,11.0,3.0,3.0,3.0,0.0,1
1995,6050,3.0,14,0,6,47,2,3,0.0,0.0,0.0,0.0,28.0,9.0,0.0,9.0,0.0,0
1996,8166,4.0,12,3,2,49,4,2,1.0,0.0,2.0,1.0,30.0,6.0,1.0,7.0,0.0,0
1997,16642,3.0,0,1,2,19,3,3,0.0,0.0,0.0,0.0,8.0,4.0,1.0,3.0,2.0,1
1998,6676,4.0,17,0,1,57,4,4,0.0,0.0,0.0,0.0,39.0,9.0,0.0,8.0,0.0,0
1999,14773,4.0,3,14,3,35,3,1,11.0,0.0,3.0,0.0,11.0,3.0,3.0,3.0,0.0,1
2000,14481,3.0,1,13,3,25,3,3,8.0,0.0,4.0,1.0,3.0,1.0,4.0,1.0,2.0,1
2001,7636,3.0,11,0,1,36,2,3,0.0,0.0,0.0,0.0,28.0,4.0,0.0,3.0,0.0,0
2002,16989,4.0,25,0,2,85,4,4,0.0,0.0,0.0,0.0,57.0,13.0,0.0,12.0,2.0,1
2003,573,3.0,8,0,1,27,2,2,0.0,0.0,0.0,0.0,21.0,3.0,0.0,2.0,0.0,0
2004,16937,4.0,35,0,2,108,5,15,0.0,0.0,0.0,0.0,70.0,18.0,0.0,17.0,2.0,1
2005,6993,4.0,16,0,2,55,2,4,0.0,0.0,0.0,0.0,42.0,6.0,0.0,6.0,0.0,0
2006,5396,4.0,7,17,3,42,2,4,14.0,0.0,2.0,0.0,13.0,5.0,3.0,4.0,0.0,0
2007,12534,4.0,24,4,4,91,7,3,2.0,0.0,1.0,0.0,56.0,14.0,2.0,13.0,2.0,1
2008,8931,3.0,8,0,2,34,2,2,0.0,0.0,0.0,0.0,25.0,4.0,0.0,4.0,0.0,0
2009,5679,4.0,14,0,2,48,3,2,0.0,0.0,0.0,0.0,35.0,6.0,0.0,6.0,0.0,0
2010,68,4.0,28,6,1,101,4,6,4.0,0.0,2.0,0.0,61.0,15.0,2.0,14.0,2.0,0
2011,15987,4.0,7,14,4,59,4,4,8.0,0.0,6.0,0.0,24.0,6.0,6.0,6.0,2.0,1
2012,17481,4.0,3,10,4,35,3,4,6.0,0.0,4.0,0.0,12.0,3.0,4.0,3.0,2.0,1
2013,4746,3.0,8,0,1,21,2,1,0.0,0.0,0.0,0.0,17.0,2.0,0.0,1.0,0.0,0
2014,8977,4.0,15,0,2,45,3,2,0.0,0.0,0.0,0.0,34.0,5.0,0.0,5.0,0.0,0
2015,14937,5.0,33,25,2,213,7,3,5.0,20.0,0.0,20.0,142.0,12.0,0.0,11.0,2.0,1
2016,10752,4.0,14,0,2,64,4,8,0.0,0.0,0.0,0.0,41.0,10.0,0.0,10.0,2.0,1
2017,5691,4.0,11,0,2,36,3,2,0.0,0.0,0.0,0.0,25.0,5.0,0.0,5.0,0.0,0
2018,15378,4.0,11,1,2,35,2,3,0.0,0.0,1.0,1.0,24.0,4.0,0.0,4.0,0.0,1
2019,19601,4.0,45,8,2,165,8,3,4.0,0.0,4.0,0.0,101.0,24.0,4.0,24.0,3.0,1
2020,11277,3.0,6,2,2,31,3,3,1.0,0.0,1.0,1.0,19.0,3.0,0.0,3.0,2.0,1
2021,15426,4.0,44,80,2,220,7,5,44.0,34.0,1.0,36.0,77.0,12.0,0.0,13.0,2.0,1
2022,4341,3.0,4,0,3,20,2,1,0.0,0.0,0.0,0.0,12.0,4.0,0.0,3.0,0.0,0
2023,3017,4.0,6,4,1,29,2,3,2.0,2.0,0.0,2.0,14.0,4.0,0.0,4.0,0.0,0
2024,13215,3.0,7,0,1,17,1,0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1.0,0.0,1
2025,13282,4.0,6,12,4,49,3,4,7.0,0.0,4.0,1.0,24.0,3.0,4.0,3.0,2.0,1
2026,12220,4.0,32,4,4,109,7,3,2.0,0.0,1.0,0.0,72.0,15.0,2.0,14.0,2.0,1
2027,9298,4.0,16,7,1,60,2,7,5.0,0.0,2.0,1.0,38.0,6.0,1.0,6.0,0.0,0
2028,4075,3.0,20,1,1,93,3,2,0.0,0.0,1.0,0.0,59.0,16.0,1.0,15.0,0.0,0
2029,17620,4.0,27,21,6,130,6,6,11.0,10.0,0.0,9.0,67.0,15.0,1.0,14.0,2.0,1
2030,14978,4.0,18,3,4,77,6,6,0.0,0.0,2.0,0.0,48.0,11.0,3.0,10.0,2.0,1
2031,11816,4.0,22,4,3,82,7,3,2.0,0.0,1.0,0.0,49.0,13.0,2.0,12.0,2.0,1
2032,14479,4.0,19,0,3,61,6,3,0.0,0.0,0.0,0.0,40.0,9.0,0.0,9.0,2.0,1
2033,16732,4.0,21,0,3,73,5,5,0.0,0.0,0.0,0.0,53.0,8.0,0.0,8.0,3.0,1
2034,3495,4.0,12,6,4,45,4,1,4.0,0.0,1.0,0.0,26.0,6.0,2.0,5.0,0.0,0
2035,15077,4.0,23,6,3,88,7,3,4.0,0.0,1.0,0.0,53.0,13.0,2.0,12.0,2.0,1
2036,10827,4.0,17,10,2,86,6,5,3.0,0.0,6.0,1.0,43.0,12.0,6.0,12.0,2.0,1
2037,18011,3.0,5,0,2,20,3,2,0.0,0.0,0.0,0.0,11.0,4.0,0.0,3.0,1.0,1
2038,14533,4.0,11,0,3,44,2,3,0.0,0.0,0.0,0.0,31.0,6.0,0.0,6.0,0.0,1
2039,1485,5.0,59,48,3,345,9,3,12.0,34.0,2.0,31.0,218.0,21.0,5.0,18.0,3.0,0
2040,7652,4.0,13,6,3,59,3,3,4.0,0.0,2.0,0.0,38.0,6.0,2.0,6.0,0.0,0
2041,18217,3.0,7,0,1,16,2,0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,2.0,0.0,1
2042,13883,4.0,26,1,2,101,7,4,0.0,0.0,1.0,0.0,71.0,13.0,1.0,12.0,2.0,1
2043,13817,4.0,21,15,9,115,6,5,5.0,9.0,1.0,0.0,51.0,22.0,10.0,13.0,3.0,1
2044,675,3.0,3,2,1,15,2,1,1.0,1.0,0.0,1.0,8.0,2.0,0.0,1.0,0.0,0
2045,5134,4.0,12,16,2,77,3,3,11.0,0.0,5.0,1.0,35.0,10.0,4.0,10.0,0.0,0
2046,23,3.0,13,0,2,40,3,3,0.0,0.0,0.0,0.0,28.0,6.0,0.0,5.0,0.0,0
2047,18876,5.0,33,20,3,192,7,3,3.0,17.0,0.0,17.0,127.0,13.0,0.0,12.0,2.0,1
2048,13421,4.0,24,2,3,88,8,3,0.0,0.0,1.0,0.0,55.0,14.0,2.0,13.0,2.0,1
2049,12123,3.0,5,0,1,19,1,0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.0,1
2050,16242,3.0,6,0,3,34,3,2,0.0,0.0,0.0,0.0,21.0,6.0,0.0,6.0,0.0,1
2051,2036,3.0,8,3,2,33,2,4,2.0,0.0,1.0,0.0,18.0,5.0,1.0,5.0,0.0,0
2052,3065,3.0,6,0,2,20,2,1,0.0,0.0,0.0,0.0,13.0,3.0,0.0,3.0,0.0,0
2053,16304,3.0,10,0,4,43,3,2,0.0,0.0,0.0,0.0,28.0,7.0,0.0,7.0,0.0,1
2054,6109,3.0,10,0,2,28,2,1,0.0,0.0,0.0,0.0,21.0,3.0,0.0,3.0,0.0,0
2055,14724,3.0,8,0,3,26,2,2,0.0,0.0,0.0,0.0,16.0,5.0,0.0,4.0,0.0,1
2056,7098,4.0,19,0,1,64,3,3,0.0,0.0,0.0,0.0,49.0,7.0,0.0,7.0,0.0,0
2057,6375,4.0,18,8,4,78,5,2,6.0,0.0,1.0,0.0,42.0,13.0,2.0,12.0,1.0,0
2058,16328,4.0,6,0,3,31,2,1,0.0,0.0,0.0,0.0,22.0,4.0,0.0,4.0,0.0,1
2059,7980,4.0,17,6,2,67,3,7,3.0,0.0,3.0,2.0,38.0,8.0,1.0,10.0,1.0,0
2060,16081,4.0,8,1,4,42,3,3,0.0,0.0,1.0,1.0,25.0,6.0,0.0,7.0,1.0,1
2061,6927,4.0,13,0,2,37,3,2,0.0,0.0,0.0,0.0,26.0,5.0,0.0,5.0,0.0,0
2062,1041,4.0,10,0,2,36,3,2,0.0,0.0,0.0,0.0,23.0,6.0,0.0,6.0,0.0,0
2063,8725,4.0,6,3,1,23,2,1,2.0,0.0,0.0,1.0,15.0,2.0,0.0,2.0,0.0,0
2064,18087,4.0,11,0,5,69,4,5,0.0,0.0,0.0,0.0,44.0,11.0,0.0,11.0,2.0,1
2065,114,4.0,17,2,1,47,3,2,0.0,2.0,0.0,2.0,32.0,5.0,0.0,5.0,0.0,0
2066,6991,3.0,5,0,2,21,2,1,0.0,0.0,0.0,0.0,15.0,3.0,0.0,2.0,0.0,0
2067,4250,4.0,33,8,2,113,3,5,5.0,0.0,3.0,0.0,76.0,13.0,3.0,12.0,0.0,0
2068,7550,4.0,20,13,2,96,7,5,2.0,1.0,9.0,5.0,44.0,11.0,6.0,14.0,3.0,0
2069,8422,4.0,8,6,2,53,3,2,5.0,0.0,1.0,0.0,35.0,5.0,1.0,5.0,0.0,0
2070,9525,4.0,8,0,1,29,3,1,0.0,0.0,0.0,0.0,22.0,3.0,0.0,3.0,0.0,0
2071,16731,4.0,28,2,3,94,4,5,1.0,0.0,1.0,0.0,64.0,12.0,1.0,12.0,2.0,1
2072,3853,4.0,24,11,2,97,3,5,5.0,6.0,0.0,0.0,59.0,13.0,6.0,7.0,0.0,0
2073,5813,3.0,6,0,2,20,3,1,0.0,0.0,0.0,0.0,12.0,4.0,0.0,3.0,0.0,0
2074,13150,4.0,12,0,3,47,3,3,0.0,0.0,0.0,0.0,34.0,5.0,0.0,5.0,2.0,1
2075,18905,4.0,16,0,3,70,6,3,0.0,0.0,0.0,0.0,47.0,10.0,0.0,10.0,2.0,1
2076,1758,4.0,5,0,2,27,3,2,0.0,0.0,0.0,0.0,16.0,5.0,0.0,5.0,0.0,0
2077,12969,3.0,8,0,1,27,2,3,0.0,0.0,0.0,0.0,19.0,4.0,0.0,3.0,0.0,1
2078,7644,4.0,33,2,1,110,3,3,1.0,0.0,1.0,0.0,74.0,16.0,1.0,16.0,0.0,0
2079,3680,3.0,4,7,1,24,2,3,6.0,0.0,1.0,1.0,9.0,3.0,0.0,3.0,0.0,0
2080,11604,4.0,7,8,4,42,2,4,6.0,0.0,2.0,0.0,19.0,6.0,2.0,6.0,0.0,1
2081,17994,4.0,11,1,1,43,5,3,0.0,0.0,0.0,0.0,30.0,5.0,1.0,4.0,2.0,1
2082,3598,4.0,17,4,2,58,3,4,3.0,0.0,1.0,0.0,38.0,7.0,1.0,7.0,0.0,0
2083,13332,3.0,12,27,1,81,4,4,8.0,1.0,18.0,12.0,9.0,6.0,7.0,16.0,3.0,1
2084,7410,3.0,12,1,2,38,2,3,0.0,0.0,1.0,1.0,26.0,4.0,0.0,5.0,0.0,0
2085,14275,3.0,1,15,4,29,3,3,10.0,0.0,5.0,0.0,3.0,1.0,5.0,1.0,3.0,1
2086,12538,4.0,29,0,4,104,4,6,0.0,0.0,0.0,0.0,77.0,12.0,0.0,12.0,2.0,1
2087,6278,3.0,6,7,1,27,2,3,6.0,0.0,1.0,1.0,11.0,3.0,0.0,4.0,0.0,0
2088,9134,4.0,10,0,2,40,2,1,0.0,0.0,0.0,0.0,33.0,3.0,0.0,3.0,0.0,0
2089,16451,4.0,9,2,2,46,4,5,0.0,0.0,1.0,0.0,28.0,6.0,2.0,5.0,3.0,1
2090,6319,3.0,5,0,1,22,3,1,0.0,0.0,0.0,0.0,15.0,3.0,0.0,3.0,0.0,0
2091,14496,4.0,8,0,3,43,4,4,0.0,0.0,0.0,0.0,26.0,7.0,0.0,7.0,2.0,1
2092,18680,3.0,10,0,2,27,2,2,0.0,0.0,0.0,0.0,19.0,4.0,0.0,3.0,0.0,1
2093,18793,3.0,9,5,2,37,2,5,3.0,0.0,2.0,0.0,20.0,5.0,2.0,4.0,0.0,1
2094,1780,4.0,22,0,3,59,3,2,0.0,0.0,0.0,0.0,46.0,6.0,0.0,6.0,0.0,0
2095,9682,3.0,3,0,1,10,2,1,0.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,0.0,0
2096,13968,4.0,13,0,4,50,3,3,0.0,0.0,0.0,0.0,35.0,6.0,0.0,6.0,2.0,1
2097,3822,4.0,11,3,2,49,3,3,2.0,0.0,1.0,0.0,34.0,5.0,1.0,5.0,0.0,0
2098,14699,3.0,8,0,2,27,2,2,0.0,0.0,0.0,0.0,19.0,4.0,0.0,3.0,0.0,1
2099,19012,3.0,14,25,1,90,4,4,6.0,2.0,17.0,13.0,12.0,10.0,6.0,20.0,3.0,1
2100,5837,4.0,14,0,3,59,3,5,0.0,0.0,0.0,0.0,40.0,9.0,0.0,9.0,0.0,0
2101,12228,4.0,6,0,2,30,3,3,0.0,0.0,0.0,0.0,19.0,4.0,0.0,4.0,2.0,1
2102,15004,4.0,12,10,4,56,3,5,7.0,1.0,2.0,3.0,26.0,6.0,0.0,8.0,2.0,1
2103,5044,5.0,75,54,3,349,9,3,10.0,41.0,3.0,39.0,208.0,21.0,5.0,19.0,2.0,0
2104,8932,4.0,15,0,1,48,5,1,0.0,0.0,0.0,0.0,35.0,6.0,0.0,5.0,1.0,0
2105,3838,4.0,13,0,2,41,2,2,0.0,0.0,0.0,0.0,32.0,4.0,0.0,4.0,0.0,0
2106,6351,3.0,4,7,1,24,2,3,6.0,0.0,1.0,1.0,9.0,3.0,0.0,3.0,0.0,0
2107,17283,3.0,7,0,2,26,2,2,0.0,0.0,0.0,0.0,18.0,4.0,0.0,3.0,0.0,1
2108,14366,4.0,27,5,5,100,7,3,3.0,0.0,1.0,0.0,60.0,16.0,2.0,15.0,2.0,1
2109,16742,4.0,22,7,3,88,8,3,3.0,0.0,3.0,1.0,49.0,13.0,3.0,13.0,2.0,1
2110,18644,4.0,8,0,3,43,4,3,0.0,0.0,0.0,0.0,28.0,6.0,0.0,6.0,2.0,1
2111,8999,4.0,10,0,2,39,2,1,0.0,0.0,0.0,0.0,33.0,3.0,0.0,2.0,0.0,0
2112,17013,3.0,8,5,2,31,1,0,3.0,1.0,1.0,1.0,21.0,1.0,1.0,1.0,0.0,1
2113,7790,4.0,7,0,1,22,2,2,0.0,0.0,0.0,0.0,15.0,3.0,0.0,3.0,0.0,0
2114,10788,4.0,10,5,3,45,3,4,3.0,1.0,1.0,1.0,25.0,5.0,1.0,5.0,2.0,1
2115,15209,4.0,40,5,4,132,7,3,2.0,0.0,2.0,0.0,89.0,17.0,3.0,16.0,2.0,1
2116,12774,3.0,23,0,1,55,2,0,0.0,0.0,0.0,0.0,48.0,3.0,0.0,3.0,0.0,1
2117,9020,3.0,4,0,1,15,2,1,0.0,0.0,0.0,0.0,11.0,2.0,0.0,1.0,0.0,0
2118,17259,4.0,7,3,3,41,5,3,2.0,0.0,0.0,0.0,22.0,7.0,1.0,6.0,2.0,1
2119,2984,4.0,23,6,2,67,4,1,5.0,0.0,1.0,0.0,41.0,9.0,1.0,9.0,0.0,0
2120,3279,4.0,21,0,1,71,3,7,0.0,0.0,0.0,0.0,53.0,9.0,0.0,8.0,0.0,0
2121,2815,4.0,24,0,2,64,6,1,0.0,0.0,0.0,0.0,51.0,6.0,0.0,5.0,1.0,0
2122,2649,3.0,2,0,1,15,3,1,0.0,0.0,0.0,0.0,9.0,3.0,0.0,2.0,0.0,0
2123,4923,4.0,19,10,2,67,6,1,7.0,0.0,2.0,1.0,38.0,8.0,2.0,8.0,0.0,0
2124,12283,3.0,5,0,1,16,2,0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,3.0,0.0,1
2125,2347,4.0,10,3,3,32,5,1,2.0,0.0,0.0,0.0,16.0,6.0,1.0,5.0,1.0,0
2126,11846,4.0,27,3,3,96,7,3,1.0,0.0,1.0,0.0,60.0,15.0,2.0,14.0,2.0,1
2127,12628,4.0,43,72,3,212,7,5,34.0,36.0,1.0,36.0,71.0,15.0,2.0,14.0,2.0,1
2128,10371,4.0,22,5,6,94,7,7,1.0,0.0,3.0,1.0,57.0,13.0,3.0,13.0,2.0,1
2129,6635,3.0,13,0,1,35,2,1,0.0,0.0,0.0,0.0,30.0,2.0,0.0,2.0,0.0,0
2130,15464,4.0,18,4,3,81,7,3,2.0,0.0,2.0,1.0,45.0,13.0,1.0,14.0,2.0,1
2131,6708,3.0,9,0,1,25,2,2,0.0,0.0,0.0,0.0,19.0,3.0,0.0,2.0,0.0,0
2132,1414,4.0,14,2,2,49,5,2,0.0,1.0,0.0,1.0,30.0,8.0,1.0,7.0,0.0,0
2133,14080,4.0,4,6,3,41,4,4,4.0,1.0,1.0,0.0,19.0,6.0,2.0,5.0,2.0,1
2134,19478,4.0,7,1,4,32,3,1,0.0,0.0,1.0,1.0,18.0,5.0,0.0,6.0,0.0,1
2135,6157,4.0,18,16,1,70,3,3,14.0,0.0,1.0,0.0,37.0,8.0,2.0,7.0,0.0,0
2136,3033,4.0,10,12,3,49,6,1,9.0,0.0,2.0,1.0,22.0,6.0,2.0,6.0,0.0,0
2137,17048,4.0,13,9,1,63,3,4,5.0,4.0,0.0,3.0,41.0,4.0,1.0,2.0,2.0,1
2138,3628,4.0,25,5,1,88,3,2,4.0,0.0,1.0,0.0,62.0,10.0,1.0,9.0,0.0,0
2139,10496,4.0,17,0,2,62,4,4,0.0,0.0,0.0,0.0,47.0,6.0,0.0,6.0,2.0,1
2140,12932,4.0,22,10,2,90,7,3,7.0,0.0,2.0,0.0,50.0,13.0,3.0,12.0,2.0,1
2141,5556,4.0,31,8,1,119,4,5,7.0,0.0,1.0,0.0,77.0,15.0,1.0,15.0,2.0,0
2142,1348,4.0,9,5,1,38,3,2,4.0,0.0,0.0,1.0,22.0,5.0,0.0,5.0,0.0,0
2143,8495,4.0,9,4,2,39,3,1,3.0,0.0,1.0,0.0,27.0,3.0,1.0,3.0,0.0,0
